PRODUCTIONDATE_DAY_LOC,SHIFT_NAME,LINE_NAME,CO_TYPE,CREW_ID,SIZE_TYPE,EFFECTIVE_RUNTIME,GOOD_PRODUCTION_QTY,REJECT_PRODUCTION_QTY,RUN_TIME,PRODUCTION_ORDER_RATE,INEFFICIENT_FLAG,NO_PRODUCT,DEFECTION_RATE
2025-01-02,Night-3,MKBC0301,Material_Filament,B,Total Defense Shield,358.9860583,28024,382,360,157.8,0,0,0.013447863127508272
2025-01-02,Night-3,MKBC0302,Material_Handle,B,EcoFresh Plus,434.8837209,37100,234,436,172.0,0,0,0.006267745218835378
2025-01-02,Night-3,MKBC0401,Material_Filament,B,Zenith Active,423.0627533,34150,246,425,162.86,0,0,0.0071519944179555765
2025-01-02,Night-3,MKBC0402,Material_Filament,B,Zenith Active,389.9054403,31450,540,392,162.86,0,0,0.016880275085964364
2025-01-02,Night-3,MKBC0501,Material_Handle,B,GreenClean Pro,183.8134431,13400,699,186,145.8,0,0,0.04957798425420243
2025-01-02,Night-3,MKBC0502,Material_Filament,B,Super Soft Tech,322.9892337,25200,446,326,78.95,0,0,0.01739062621851361
2025-01-02,Night-3,MKBC0601,Material_Filament,B,Total Defense Shield,425.3992395,33264,540,427,78.9,0,0,0.01597444089456869
2025-01-02,Night-3,MKBC0602,Material_Filament,B,Total Defense Shield,424.2332066,33472,567,425,78.9,0,0,0.016657363612327038
2025-01-02,Night-3,MKBC0701,Material_Handle,B,Junior Sparkle (Ages 2+),401.1627907,34200,385,402,172.0,0,0,0.011131993638860778
2025-01-02,Night-3,MKBC0902,Material_Filament,B,Classic Clean 100,408.8212928,31956,419,410,78.9,0,0,0.012942084942084943
2025-01-02,Night-3,MKBC1001,Material_Handle,B,Defense Action Pro,446.6666667,26500,411,449,120.0,0,0,0.015272565122069042
2025-01-02,Night-3,MKBC1002,Material_Filament,B,Classic Clean 100,427.9340938,33464,660,430,78.9,0,0,0.019341226116516234
2025-01-02,Night-3,MKBC1101,Bundle_Material,B,Total Defense Shield,389.6070976,30740,458,393,78.9,0,0,0.014680428232579012
2025-01-02,Night-3,MKBC1201,Material_Filament,B,Zenith Active,381.3090998,30750,553,383,244.29,0,0,0.017666038398875508
2025-01-02,Night-3,MKBC1202,Material_Handle,B,Ocean Explorer (Ages 6+),360.4651163,30700,225,362,172.0,0,0,0.007275666936135812
2025-01-02,Night-3,MKBC1301,Material_Handle,B,Advanced Hydro-Clean,332.0,8300,580,338,50.0,0,0,0.06531531531531531
2025-01-02,Night-3,MKFX2101,Material_Filament,B,Classic Clean 100,402.4841572,31456,237,403,78.9,0,0,0.007477991985611965
2025-01-02,Night-3,MKFX2102,Material_Filament,B,Classic Clean 100,434.3726236,33972,459,435,78.9,0,0,0.013331009845778513
2025-01-02,Night-3,MKTU2001,Material_Handle,B,PureMint Fresh,400.0,10000,374,402,50.0,0,0,0.036051667630615
2025-01-02,Night-3,MKTU2002,Material_Handle,B,PureMint Fresh,420.0,10500,233,421,25.0,0,0,0.021708748718904314
2025-01-02,Night-3,MKTU2003,Material_Handle,B,Total Action Green,324.0,8100,474,325,50.0,0,0,0.055283414975507345
2025-01-02,Night-3,MKTU2004,Material_Handle,B,GreenClean Pro,345.6790123,8400,47,346,24.3,0,0,0.005564105599621168
2025-01-02,Night-3,MKTU2005,Material_Handle,B,EcoFresh Green,267.1333825,7250,397,270,27.14,0,0,0.05191578396756898
2025-01-02,Night-3,MKTU2006,Material_Handle,B,Total Action Green,416.0,10400,91,417,50.0,0,0,0.008674101610904586
2025-01-02,Night-3,MKZA1401,Material_Filament,B,ActiveClean Guard,353.7313433,23400,547,179,67.0,0,0,0.022842109658829917
2025-01-02,Night-3,MKZA1401,Bundle_Material,B,ActiveClean Guard,0.0,0,0,177,67.0,0,1,
2025-01-02,Night-3,MKZA1401,Material_Handle,B,Super Soft Tech,29.10447761,5250,392,30,67.0,0,0,0.06947890818858561
2025-01-02,Night-3,MKZA1501,Bundle_Material,B,Super Soft Tech,283.5820896,19000,485,287,67.0,0,0,0.024890941750064153
2025-01-02,Night-3,MKZA1801,Material_Handle,B,Total Action Model S,185.0746269,12400,551,187,67.0,0,0,0.04254497722183615
2025-01-02,Night-3,MKZA1802,Material_Handle,B,Total Action Model S,150.7462687,10100,166,153,67.0,0,0,0.01616988116111436
2025-01-03,Afternoon-2,MAFT2201,Material_Handle,A,Renew 360,354.0,8496,168,368,48.0,0,0,0.019390581717451522
2025-01-03,Afternoon-2,MAFT2202,Material_Filament,A,Renew 360,292.0,7008,549,308,24.0,0,0,0.07264787614132592
2025-01-03,Afternoon-2,MAFT2203,Material_Handle,A,Renew 360,302.0,7248,469,320,24.0,0,0,0.06077491253077621
2025-01-03,Afternoon-2,MHPT2301,Material_Handle,A,Deep Action White,450.0,21300,334,452,48.0,0,0,0.015438661366367755
2025-01-03,Afternoon-2,MHPT2302,Material_Handle,A,Deep Action White,412.5,19800,509,415,96.0,0,0,0.02506278004825447
2025-01-03,Afternoon-2,MHPT2303,Material_Handle,A,Total Action Model S,400.2998501,26400,841,405,133.4,0,0,0.030872581770125914
2025-01-03,Afternoon-2,MHPT2304,Material_Filament,A,Total Defense Shield,411.6529449,25700,444,413,63.16,0,0,0.016982864137086905
2025-01-03,Afternoon-2,MHPT2305,Material_Filament,A,Classic Clean 100,432.2151899,27016,501,434,63.2,0,0,0.018206926627175928
2025-01-03,Afternoon-2,MHPT2306,Material_Filament,A,Total Defense Shield,435.6554782,27516,329,438,63.16,0,0,0.01181540671574789
2025-01-03,Afternoon-2,MHPT2307,UNKNOWN,A,Total Defense Shield,239.3920203,15120,391,241,63.16,0,0,0.02520791696215589
2025-01-03,Afternoon-2,MKBC0101,Material_Handle,A,Kids FunBrush (Tandy),386.0465116,33200,335,387,172.0,0,0,0.009989563142984942
2025-01-03,Afternoon-2,MKBC0102,Material_Filament,A,Pro-Shield Complete,266.5847666,21400,601,270,162.8,0,0,0.027316940139084585
2025-01-03,Afternoon-2,MKBC0201,Material_Handle,A,EcoFresh Plus,362.8938156,30800,450,371,171.4,0,0,0.0144
2025-01-03,Afternoon-2,MKBC0202,Material_Filament,A,Pro-Clean 5000,325.5528256,26200,697,328,162.8,0,0,0.025913670669591403
2025-01-03,Afternoon-2,MKBC0301,Material_Filament,A,Classic Clean 100,127.756654,10080,349,129,78.9,0,0,0.03346437817623933
2025-01-03,Afternoon-2,MKBC0301,Material_Filament,A,Total Defense Shield,247.8073511,19552,376,248,78.9,0,0,0.018867924528301886
2025-01-03,Afternoon-2,MKBC0302,Material_Handle,A,EcoFresh Plus,375.0,31950,600,376,172.0,0,0,0.018433179723502304
2025-01-03,Afternoon-2,MKBC0401,Material_Filament,A,Zenith Active,407.0981211,33150,326,408,81.43,0,0,0.009738319990440912
2025-01-03,Afternoon-2,MKBC0402,Material_Filament,A,Zenith Active,427.9749478,34550,397,428,162.86,0,0,0.011360059518699745
2025-01-03,Afternoon-2,MKBC0501,Material_Handle,A,GreenClean Pro,168.7242798,12300,293,171,145.8,0,0,0.023266894306360676
2025-01-03,Afternoon-2,MKBC0502,Material_Handle,A,Super Soft Tech,371.7542749,29350,404,254,78.95,0,0,0.013578006318478188
2025-01-03,Afternoon-2,MKBC0502,Material_Filament,A,Super Soft Tech,0.0,0,0,119,78.95,0,1,
2025-01-03,Afternoon-2,MKBC0601,Material_Filament,A,Total Defense Shield,402.382763,31748,412,404,78.9,0,0,0.01281094527363184
2025-01-03,Afternoon-2,MKBC0602,Material_Filament,A,Total Defense Shield,403.6501901,31548,203,405,78.9,0,0,0.006393499417341186
2025-01-03,Afternoon-2,MKBC0702,Material_Filament,A,Zenith Active,7.9823161,3950,477,8,81.43,0,0,0.10774791054890445
2025-01-03,Afternoon-2,MKBC0901,Material_Filament,A,Classic Clean 100,393.409379,30740,363,397,78.9,0,0,0.011670899913191653
2025-01-03,Afternoon-2,MKBC0902,Material_Filament,A,Classic Clean 100,401.1153359,31348,317,403,78.9,0,0,0.010011053213327016
2025-01-03,Afternoon-2,MKBC1001,Material_Handle,A,Defense Action Pro,435.0,25800,129,436,120.0,0,0,0.004975124378109453
2025-01-03,Afternoon-2,MKBC1002,Material_Filament,A,Classic Clean 100,421.5969582,32964,427,437,78.9,0,0,0.012787876972836992
2025-01-03,Afternoon-2,MKBC1101,Material_Filament,A,Total Defense Shield,394.7782003,30848,666,399,78.9,0,0,0.021133464491971822
2025-01-03,Afternoon-2,MKBC1201,Material_Filament,A,Zenith Active,351.2219084,28300,326,353,162.86,0,0,0.011388248445469155
2025-01-03,Afternoon-2,MKBC1202,Material_Handle,A,Kids FunBrush (Tandy),287.2093023,24400,291,289,86.0,0,0,0.011785670892227937
2025-01-03,Afternoon-2,MKBC1301,Material_Handle,A,Advanced Hydro-Clean,360.0,9000,624,368,50.0,0,0,0.06483790523690773
2025-01-03,Afternoon-2,MKFX2101,Material_Filament,A,Classic Clean 100,402.382763,31448,195,404,78.9,0,0,0.006162500395032077
2025-01-03,Afternoon-2,MKFX2102,Material_Filament,A,Classic Clean 100,434.3726236,33972,606,436,78.9,0,0,0.017525594308519868
2025-01-03,Afternoon-2,MKTU2001,Material_Handle,A,PureMint Fresh,440.0,11000,74,441,25.0,0,0,0.006682318945277226
2025-01-03,Afternoon-2,MKTU2002,Material_Handle,A,PureMint Fresh,424.0,10600,415,425,25.0,0,0,0.03767589650476623
2025-01-03,Afternoon-2,MKTU2003,Material_Handle,A,Total Action Green,404.0,10100,258,406,25.0,0,0,0.02490828345240394
2025-01-03,Afternoon-2,MKTU2004,Material_Handle,A,GreenClean Pro,395.0617284,9600,297,397,24.3,0,0,0.030009093664746894
2025-01-03,Afternoon-2,MKTU2006,Material_Handle,A,Total Action Green,400.0,10000,104,401,25.0,0,0,0.010292953285827395
2025-01-03,Afternoon-2,MKZA1401,Material_Filament,A,ActiveClean Guard,408.2089552,27050,223,416,67.0,0,0,0.008176584900817659
2025-01-03,Afternoon-2,MKZA1501,Bundle_Material,A,Super Soft Tech,276.8656716,18550,197,284,67.0,0,0,0.010508348002347042
2025-01-03,Afternoon-2,MKZA1601,Material_Handle,A,Precision Grip 2.0,271.641791,18200,437,274,67.0,0,0,0.023447979825079145
2025-01-03,Afternoon-2,MKZA1801,Material_Handle,A,Total Action Model S,282.0895522,18900,724,287,67.0,0,0,0.03689359967386873
2025-01-03,Afternoon-2,MKZA1802,Material_Handle,A,Total Action Model S,155.2238806,10400,516,157,67.0,0,0,0.04727006229388054
2025-01-03,Day-1,MAFT2201,Material_Handle,C,Renew 360,306.0,7344,409,328,24.0,0,0,0.052753772733135564
2025-01-03,Day-1,MAFT2202,Material_Filament,C,Renew 360,344.0,8256,618,372,24.0,0,0,0.06964164976335362
2025-01-03,Day-1,MAFT2203,Material_Handle,C,Renew 360,252.0,6048,158,268,24.0,0,0,0.025459233000322268
2025-01-03,Day-1,MHPT2301,Material_Handle,C,Deep Action White,427.0833333,20200,344,429,48.0,0,0,0.01674454828660436
2025-01-03,Day-1,MHPT2302,Material_Handle,C,Deep Action White,416.6666667,19700,466,419,48.0,0,0,0.023108201924030545
2025-01-03,Day-1,MHPT2303,Material_Handle,C,Total Action Model S,325.3373313,21400,182,327,66.7,0,0,0.008432953387081827
2025-01-03,Day-1,MHPT2304,Material_Filament,C,Total Defense Shield,405.4464851,25608,628,408,63.16,0,0,0.023936575697514863
2025-01-03,Day-1,MHPT2305,Material_Filament,C,Classic Clean 100,421.0126582,26308,607,423,63.2,0,0,0.022552480029723203
2025-01-03,Day-1,MHPT2306,Material_Filament,C,Total Defense Shield,437.3654212,27624,366,439,63.16,0,0,0.01307609860664523
2025-01-03,Day-1,MHPT2307,UNKNOWN,C,Total Defense Shield,381.3172894,23784,320,383,63.16,0,0,0.013275804845668768
2025-01-03,Day-1,MKBC0101,Bundle_Material,C,Kids FunBrush (Tandy),337.2093023,28700,519,38,86.0,0,0,0.01776241486703857
2025-01-03,Day-1,MKBC0101,Material_Handle,C,Kids FunBrush (Tandy),0.0,0,0,300,86.0,0,1,
2025-01-03,Day-1,MKBC0102,Material_Filament,C,Pro-Shield Complete,224.8157248,18300,382,236,162.8,0,0,0.02044748956214538
2025-01-03,Day-1,MKBC0201,Material_Handle,C,EcoFresh Plus,313.8856476,26900,508,321,171.4,0,0,0.018534734384121423
2025-01-03,Day-1,MKBC0202,Material_Filament,C,Pro-Clean 5000,315.7248157,25400,293,317,162.8,0,0,0.011403884326470244
2025-01-03,Day-1,MKBC0301,Material_Filament,C,Total Defense Shield,283.4980989,22068,611,290,236.7,0,0,0.026941223157987564
2025-01-03,Day-1,MKBC0302,Material_Handle,C,EcoFresh Plus,284.8837209,24500,703,295,86.0,0,0,0.02789350474149903
2025-01-03,Day-1,MKBC0401,Material_Filament,C,Zenith Active,291.6615498,23450,161,293,162.86,0,0,0.006818855618144086
2025-01-03,Day-1,MKBC0402,Material_Filament,C,Zenith Active,302.0999632,24300,367,303,81.43,0,0,0.014878177321928083
2025-01-03,Day-1,MKBC0501,Material_Handle,C,GreenClean Pro,96.70781893,7050,473,99,145.8,0,0,0.06287385351588462
2025-01-03,Day-1,MKBC0502,Material_Filament,C,Super Soft Tech,341.3552882,26650,436,343,157.9,0,0,0.01609687661522558
2025-01-03,Day-1,MKBC0601,Material_Filament,C,Total Defense Shield,264.486692,20568,347,265,78.9,0,0,0.01659096342338035
2025-01-03,Day-1,MKBC0602,Material_Filament,C,Total Defense Shield,332.1673004,25908,194,333,157.8,0,0,0.0074323806604857864
